(459, 432)
(462, 427)
(455, 425)
(398, 421)
(371, 391)
(394, 341)
(410, 353)
(389, 318)
(376, 300)
(350, 292)
(355, 301)
(315, 314)
(293, 341)
(277, 373)
(283, 402)
(293, 412)
(291, 390)
(295, 371)
(304, 349)
(324, 322)
(324, 326)
(310, 354)
(335, 319)
(352, 307)
(365, 307)
(376, 314)
(389, 331)
(359, 394)
(395, 429)
(454, 431)
